"package","n"
"rscorecard",435
"PeakError",435
"nnlib2Rcpp",435
"mvShapiroTest",435
"meanr",435
"JOPS",435
"hstats",435
"GillespieSSA",435
"fsbrain",435
"frailtyEM",435
"DrugUtilisation",435
"CDNmoney",435
"boussinesq",435
"blmeco",435
"bayesammi",435
"Anaconda",435
"SNFtool",434
"OBMbpkg",434
"lakemorpho",434
"dispRity",434
"Clustering",434
"BayesPPD",434
"acebayes",434
"utility",433
"opentripplanner",433
"MicroMacroMultilevel",433
"graph4lg",433
"ggcharts",433
"ExPanDaR",433
"DepthProc",433
"cladoRcpp",433
"bayesGARCH",433
"archeoViz",433
"anacor",433
"versions",432
"SPECIES",432
"spcosa",432
"SimInf",432
"semptools",432
"MSGARCH",432
"mrMLM",432
"MPTinR",432
"kamila",432
"exceldata",432
"dfcrm",432
"acnr",432
"sisireg",431
"r2redux",431
"ohun",431
"Julia",431
"crsuggest",431
"causalweight",431
"blsR",431
"adobeanalyticsr",431
"act",431
"teal.reporter",430
"shar",430
"RPyGeo",430
"pwt9",430
"orloca.es",430
"optimbase",430
"influential",430
"IMIFA",430
"html5",430
"funcharts",430
"flux",430
"fishMod",430
"DGLMExtPois",430
"cognitoR",430
"aplore3",430
"actel",430
"visvow",429
"sigclust",429
"seqHMM",429
"RClickhouse",429
"queryparser",429
"PwrGSD",429
"phenology",429
"pencal",429
"monotone",429
"ForestTools",429
"fmcmc",429
"arkdb",429
"abbyyR",429
"thunder",428
"SpaDES",428
"simFrame",428
"pathviewr",428
"MortCast",428
"memapp",428
"ivtools",428
"glm.predict",428
"EFAutilities",428
"DSLite",428
"declared",428
"aphid",428
"tosca",427
"rosetta",427
"regress",427
"PCFAM",427
"musica",427
"mmpp",427
"mlr3db",427
"medflex",427
"leafSTAR",427
"isopam",427
"inaparc",427
"ibr",427
"FuzzyResampling",427
"fmdates",427
"ega",427
"DiversityOccupancy",427
"ahpsurvey",427
"XML2R",426
"wsrf",426
"SynthETIC",426
"surveysd",426
"robeth",426
"IFC",426
"fable.ata",426
"extras",426
"CausalGPS",426
"brainGraph",426
"agrmt",426
"VaRES",425
"tfrmt",425
"statisfactory",425
"SpatialKDE",425
"rstanemax",425
"mcp",425
"hSDM",425
"GenBinomApps",425
"dynaTree",425
"bayes4psy",425
"stdmod",424
"RVIpkg",424
"Pstat",424
"plotHMM",424
"patternplot",424
"operators",424
"mispitools",424
"geomapdata",424
"bfp",424
"ATNr",424
"assertable",424
"rfacebookstat",423
"pedprobr",423
"mutossGUI",423
"MAINT.Data",423
"isotracer",423
"islasso",423
"fairness",423
"coxphw",423
"BranchGLM",423
"taylor",422
"RobAStBase",422
"rirods",422
"rebib",422
"My.stepwise",422
"minimax",422
"deflateBR",422
"cregg",422
"bannerCommenter",422
"asaur",422
"RcmdrPlugin.RMTCJags",421
"ravetools",421
"mosum",421
"memoiR",421
"madrat",421
"IPMbook",421
"hoopR",421
"epigraphdb",421
"BIGDAWG",421
"BenfordTests",421
"AnnuityRIR",421
"wnl",420
"TESS",420
"scCATCH",420
"mpmi",420
"interep",420
"gaussquad",420
"damr",420
"colorblindcheck",420
"aroma.apd",420
"AnthropMMD",420
"AlphaPart",420
"universals",419
"spatialrisk",419
"rapiclient",419
"prompt",419
"PanelMatch",419
"packageRank",419
"geocmeans",419
"corrtable",419
"CodelistGenerator",419
"clickstream",419
"tablet",418
"superbiclust",418
"SCMA",418
"rasciidoc",418
"packer",418
"nprotreg",418
"LogConcDEAD",418
"eatGADS",418
"dtwSat",418
"dialr",418
"BMT",418
"bigtime",418
"WeightSVM",417
"RLumShiny",417
"rextendr",417
"rcbalance",417
"MetaLandSim",417
"IRISMustangMetrics",417
"blockTools",417
"bioseq",417
"assortnet",417
"zeitgebr",416
"rjsoncons",416
"R.huge",416
"openCR",416
"multinma",416
"HoRM",416
"hibayes",416
"gtheory",416
"csurvey",416
"ASRgenomics",416
"abundant",416
"tint",415
"SCVA",415
"RSQL",415
"rgplates",415
"rehh.data",415
"pcr",415
"hglm",415
"harmonicmeanp",415
"ggpval",415
"cluster.datasets",415
"bsearchtools",415
"asymmetry",415
"argosfilter",415
"VedicDateTime",414
"tidyseurat",414
"SurvMetrics",414
"slurmR",414
"naijR",414
"matrixNormal",414
"lumberjack",414
"inTrees",414
"HAC",414
"doex",414
"cmstatr",414
"circumplex",414
"CEC",414
"bayesZIB",414
"ACDm",414
"UKFE",413
"spMC",413
"PAMmisc",413
"origin",413
"multimark",413
"mnorm",413
"linelist",413
"gargoyle",413
"ecespa",413
"bioRad",413
"trajr",412
"SDaA",412
"RcmdrPlugin.MA",412
"rbin",412
"RAppArmor",412
"prettifyAddins",412
"npsurv",412
"iotables",412
"hockeystick",412
"DisImpact",412
"csodata",412
"crqa",412
"conf",412
"Taxonstand",411
"speaq",411
"shinyglide",411
"S7",411
"regspec",411
"rbi",411
"metacore",411
"KODAMA",411
"HybridMicrobiomes",411
"gsisdecoder",411
"ezknitr",411
"EstimationTools",411
"breakpoint",411
"VAM",410
"USA.state.boundaries",410
"optiSolve",410
"netCoin",410
"mmapcharr",410
"MDFS",410
"jsTreeR",410
"fusen",410
"distrom",410
"connectwidgets",410
"BLModel",410
"segregation",409
"PriceIndices",409
"PatientProfiles",409
"ordbetareg",409
"extremeStat",409
"colorednoise",409
"bmixture",409
"apTreeshape",409
"ACNE",409
"SMPracticals",408
"rsimsum",408
"plsVarSel",408
"mlrCPO",408
"MDPtoolbox",408
"insee",408
"glmmrBase",408
"FinancialInstrument",408
"covidcast",408
"chromoMap",408
"censored",408
"ARCensReg",408
"AEP",408
"superb",407
"SEL",407
"Rsagacmd",407
"rapport",407
"QZ",407
"peperr",407
"metamedian",407
"insurancerating",407
"dtrackr",407
"DatabionicSwarm",407
"cycleRtools",407
"countdown",407
"Biostatistics",407
"zTree",406
"wiqid",406
"WeightedROC",406
"volesti",406
"ThermIndex",406
"spatsurv",406
"rcc",406
"PlackettLuce",406
"kequate",406
"grafify",406
"fso",406
"finnts",406
"Fgmutils",406
"enc",406
"boxplotdbl",406
"birk",406
"thurstonianIRT",405
"ThreeWay",405
"spray",405
"snpsettest",405
"sfarrow",405
"RMixtCompUtilities",405
"outreg",405
"ocedata",405
"mem",405
"lazytrade",405
"highSCREEN",405
"EstCRM",405
"easyr",405
"contsurvplot",405
"ArDec",405
"adaptivetau",405
"tpr",404
"plantecophys",404
"MultivariateAnalysis",404
"iC10",404
"HostSwitch",404
"forsearch",404
"colorDF",404
"CAvariants",404
"boa",404
"BMRBr",404
"BatchExperiments",404
"ursa",403
"StanMoMo",403
"Sequential",403
"respirometry",403
"QuadRoot",403
"OneTwoSamples",403
"MazamaLocationUtils",403
"latexdiffr",403
"EntropyEstimation",403
"DREGAR",403
"COMPoissonReg",403
"clusternomics",403
"bootImpute",403
"BEKKs",403
"bayesDP",403
"apdesign",403
"SmarterPoland",402
"Rraven",402
"RcmdrPlugin.SCDA",402
"PNSIBGE",402
"OxyBS",402
"oem",402
"MCL",402
"LCMCR",402
"iplots",402
"HYPEtools",402
"hyfo",402
"fplot",402
"baytrends",402
"automl",402
"TAR",401
"sbm",401
"procs",401
"ottr",401
"nodeSub",401
"mpt",401
"InSilicoVA",401
"FunChisq",401
"fdm2id",401
"bayesreg",401
"xkcd",400
"TreatmentPatterns",400
"thinkr",400
"Spectrum",400
"sinib",400
"samplingVarEst",400
"revtools",400
"PLRModels",400
"PakPMICS2014HH",400
"PakPMICS2014Ch",400
"OpenML",400
"NHSRdatasets",400
"growthrates",400
"dad",400
"blockcluster",400
"BayesVarSel",400
"actuaRE",400
"wNNSel",399
"wkutils",399
"traipse",399
"s2dv",399
"RSDA",399
"re2",399
"QLearning",399
"NADA2",399
"MultiLCIRT",399
"llama",399
"lavaan.shiny",399
"FFTrees",399
"farff",399
"EventStudy",399
"DR.SC",399
"cyphr",399
"compareC",399
"xlsx2dfs",398
"XBRL",398
"vote",398
"stoichcalc",398
"staplr",398
"SpatialVx",398
"RGF",398
"rENA",398
"raters",398
"prism",398
"objectSignals",398
"mize",398
"mcga",398
"dabestr",398
"ConfusionTableR",398
"chopthin",398
"bnviewer",398
"binaryGP",398
"AurieLSHGaussian",398
"rsatscan",397
"rpymat",397
"RPANDA",397
"PsychWordVec",397
"packager",397
"mstrio",397
"malariaAtlas",397
"logbin",397
"lassoshooting",397
"interactionR",397
"graphsim",397
"FAOSTAT",397
"EMMLi",397
"disaggR",397
"dat",397
"approximator",397
"abglasso",397
"wINEQ",396
"SASmarkdown",396
"sampler",396
"rjmcmc",396
"interflex",396
"GSED",396
"fastTextR",396
"excursions",396
"describedata",396
"cricketdata",396
"ClustGeo",396
"blm",396
"BDWreg",396
"taxizedb",395
"survivalsvm",395
"sphereplot",395
"selectiveInference",395
"pcnetmeta",395
"matlab2r",395
"LinRegInteractive",395
"garma",395
"fRegression",395
"document",395
"ConnMatTools",395
"CALIBERrfimpute",395
"automagic",395
"YieldCurve",394
"rtkore",394
"ROptEst",394
"RCEIM",394
"partools",394
"metaplot",394
"interpret",394
"GenOrd",394
"AF",394
"twilio",393
"tstools",393
"threshr",393
"RCarb",393
"pedometrics",393
"loadeR",393
"hydraulics",393
"faoutlier",393
"falconx",393
"CRTSize",393
"costat",393
"breakaway",393
"BLR",393
"BGData",393
"Ball",393
"aweSOM",393
"wrappedtools",392
"trio",392
"StatDataML",392
"spdownscale",392
"SemiCompRisks",392
"schoRsch",392
"ropenblas",392
"quantdr",392
"onsvplot",392
"influxdbclient",392
"gradeR",392
"geonapi",392
"edibble",392
"d3plus",392
"codyn",392
"bdots",392
"baystability",392
"BayesSpec",392
"tidylo",391
"StMoMo",391
"stationery",391
"SSDM",391
"SQRL",391
"parmigene",391
"medfate",391
"cloudml",391
"clim.pact",391
"CARRoT",391
"bayesbio",391
"BaM",391
"VarED",390
"synthACS",390
"sgd",390
"SemNetDictionaries",390
"proceduralnames",390
"odeintr",390
"NBPSeq",390
"LSX",390
"gpindex",390
"flightsbr",390
"bio.infer",390
"aods3",390
"Achilles",390
"abasequence",390
"spsUtil",389
"sparsediscrim",389
"scatterPlotMatrix",389
"RaMS",389
"lmds",389
"howmany",389
"GillespieSSA2",389
"ggTimeSeries",389
"DiffCorr",389
"cgwtools",389
"RcppRedis",388
"RankAggreg",388
"psd",388
"prop.comb.RR",388
"mvnmle",388
"kpeaks",388
"IDPSurvival",388
"gma",388
"fastcox",388
"eva",388
"coga",388
"AeRobiology",388
"TAF",387
"plan",387
"pipebind",387
"LPCM",387
"LMMsolver",387
"kernelboot",387
"IncidencePrevalence",387
"hmm.discnp",387
"GetTDData",387
"epubr",387
"dttr2",387
"DGEobj.utils",387
"cpsurvsim",387
"COR",387
"colorpatch",387
"bcaboot",387
"wdnet",386
"validatetools",386
"tramME",386
"swCRTdesign",386
"RISCA",386
"reportfactory",386
"NACHO",386
"msgps",386
"gWidgetstcltk",386
"graticule",386
"cusum",386
"COVIDIBGE",386
"CopernicusDEM",386
"almanac",386
"AggregateR",386
"vetr",385
"teamcolors",385
"tabr",385
"rrcovNA",385
"owd",385
"metatools",385
"keyATM",385
"glmbb",385
"emon",385
"distrDoc",385
"BI",385
"aLFQ",385
"admiralonco",385
"r2dii.match",384
"nomclust",384
"lfactors",384
"kmed",384
"fergm",384
"erp.easy",384
"tiler",383
"stability",383
"RiskPortfolios",383
"ramps",383
"neldermead",383
"moduleColor",383
"graphicalExtremes",383
"gginference",383
"gfoRmula",383
"darksky",383
"aggTrees",383
"acp",383
"zoeppritz",382
"MTA",382
"mefa4",382
"mauricer",382
"job",382
"ipaddress",382
"filematrix",382
"fastR2",382
"bayesnec",382
"archetypes",382
"suntools",381
"stpm",381
"stevemisc",381
"pubmed.mineR",381
"ProPublicaR",381
"PanJen",381
"NAEPirtparams",381
"linpk",381
"jpmesh",381
"GWRM",381
"dmai",381
"crossnma",381
"cpfa",381
"ukgasapi",380
"traineR",380
"tidyquery",380
"shinyShortcut",380
"sensitivityfull",380
"ordinalNet",380
"nlshelper",380
"mixdist",380
"LassoGEE",380
"LakeMetabolizer",380
"GsymPoint",380
"ggspectra",380
"genepi",380
"evdbayes",380
"editbl",380
"discoveR",380
"copent",380
"BLPestimatoR",380
"BISdata",380
"BEST",380
"bcrm",380
"text.alignment",379
"SMVar",379
"shipunov",379
"s4vd",379
"rkt",379
"RcmdrPlugin.sos",379
"OncoBayes2",379
"latrend",379
"kairos",379
"gluedown",379
"galah",379
"fractional",379
"EQL",379
"emg",379
"emdi",379
"egcm",379
"BeeGUTS",379
"ANOVAShiny2",379
"tswge",378
"tbl2xts",378
"SQMtools",378
"springer",378
"psqn",378
"projections",378
"oRus",378
"objectProperties",378
"miceRanger",378
"LCFdata",378
"ivdesc",378
"gimms",378
"geoRglm",378
"devRate",378
"COINr",378
"CoFRA",378
"cleanNLP",378
"calidad",378
"bbsBayes",378
"akc",378
"ActivityIndex",378
"yahoofinancer",377
"VarSelLCM",377
"soundecology",377
"SiZer",377
"sankey",377
"rbtt",377
"powerMediation",377
"pltesim",377
"PakPC2017",377
"micromap",377
"iemiscdata",377
"GSDA",377
"googlePublicData",377
"ggheatmap",377
"geoBayes",377
"extremevalues",377
"errors",377
"dtts",377
"covequal",377
"Correlplot",377
"BGPhazard",377
"AMAPVox",377
"aiRthermo",377
"R2MLwiN",376
"profileR",376
"ppmSuite",376
"MoEClust",376
"modelObj",376
"metatest",376
"lslx",376
"irrNA",376
"imputeFin",376
"hwde",376
"HIMA",376
"ggseg",376
"DSAIDE",376
"CatDataAnalysis",376
"calendar",376
"bigBits",376
"beyondWhittle",376
"visualFields",375
"tsmp",375
"traits",375
"terrainr",375
"tastypie",375
"shotGroups",375
"shinymeta",375
"searcher",375
"rt.test",375
"optim.functions",375
"MixGHD",375
"micEconSNQP",375
"europop",375
"dropout",375
"cwbtools",375
"cgmanalysis",375
"brunnermunzel",375
"asteRisk",375
"sweater",374
"sankeywheel",374
"rainfarmr",374
"r2symbols",374
"kerTests",374
"haplotypes",374
"ffsimulator",374
"far",374
"colormap",374
"clintools",374
"apisensr",374
"APCI",374
"airportr",374
"staRdom",373
"ss3sim",373
"simboot",373
"SCORPIUS",373
"sbtools",373
"psData",373
"pmxTools",373
"ottrpal",373
"nanostringr",373
"multiApply",373
"mlma",373
"kdensity",373
"jsonstat",373
"hwordcloud",373
"envir",373
"DSMolgenisArmadillo",373
"condusco",373
"CLVTools",373
"adaptr",373
"ABACUS",373
"TrialSize",372
"trendsegmentR",372
"seismicRoll",372
"rangeMapper",372
"PAFit",372
"orgutils",372
"nat.utils",372
"mvna",372
"MVLM",372
"medicare",372
"LinkedMatrix",372
"GenomicTools.fileHandler",372
"geneset",372
"frailtySurv",372
"DCEtool",372
"datapack",372
"dann",372
"ciftiTools",372
"binb",372
"BayesLN",372
"anipaths",372
"AFM",372
"reporttools",371
"prevR",371
"medicalrisk",371
"IAPWS95",371
"dr4pl",371
"dosearch",371
"dcmodify",371
"cooccur",371
"CodeDepends",371
"bujar",371
"PoissonBinomial",370
"pkgndep",370
"OrgMassSpecR",370
"neatStats",370
"metaviz",370
"lingmatch",370
"IPCAPS",370
"duckplyr",370
"DTComPair",370
"CRMetrics",370
"contingencytables",370
"bnma",370
"utilsIPEA",369
"spBayesSurv",369
"netplot",369
"monobin",369
"mapme.biodiversity",369
"jmuOutlier",369
"hapassoc",369
"gbm.auto",369
"EffectLiteR",369
"Dpit",369
"deconstructSigs",369
"DChaos",369
"datastepr",369
"CVR",369
"clustvarsel",369
"chromer",369
"bulkreadr",369
"ars",369
"accumulate",369
"stevetemplates",368
"stencilaschema",368
"solvebio",368
"pwt8",368
"PINSPlus",368
"miscFuncs",368
"EthSEQ",368
"chilemapas",368
"cherry",368
"simplecolors",367
"scoper",367
"rworkflows",367
"RTL",367
"rscala",367
"photobiologyInOut",367
"pense",367
"pdftables",367
"ncar",367
"manymome",367
"kza",367
"GPvecchia",367
"Compind",367
"bcputility",367
"survsim",366
"StereoMorph",366
"shrink",366
"RRphylo",366
"RobustGaSP",366
"pbatR",366
"odds.converter",366
"hpackedbubble",366
"ggrcs",366
"forecastML",366
"fermicatsR",366
"dineq",366
"BHSBVAR",366
"acc",366
"UPSvarApprox",365
"RSSL",365
"ROpenCVLite",365
"R1magic",365
"PRIMME",365
"plsdof",365
"optimizeR",365
"muRty",365
"MultiRNG",365
"MLID",365
"Mangrove",365
"macleish",365
"glmpath",365
"forrel",365
"classGraph",365
"BaseSet",365
"abstr",365
"unittest",364
"spbabel",364
"rivernet",364
"ragtop",364
"r2dii.data",364
"poisbinom",364
"npcure",364
"MQMF",364
"geospark",364
"diffcor",364
"curvecomp",364
"bigtabulate",364
"UnifiedDoseFinding",363
"spectrolab",363
"plinkQC",363
"PCMBase",363
"metansue",363
"loedata",363
"ggseqplot",363
"dirmcmc",363
"caretForecast",363
"ABHgenotypeR",363
"tidytlg",362
"statespacer",362
"SimCorMultRes",362
"rsurveycto",362
"rMIDAS",362
"ri2",362
"rct3",362
"potts",362
"ormPlot",362
"optimsimplex",362
"nonmem2R",362
"mcbette",362
"lazy",362
"HWEintrinsic",362
"ggquickeda",362
"genridge",362
"formulaic",362
"DesignLibrary",362
"CTAShiny",362
"BinNor",362
"BAMBI",362
"arc",362
"antaresEditObject",362
"wikipediatrend",361
"testdat",361
"svmpath",361
"normalp",361
"limma",361
"hsrecombi",361
"datazoom.amazonia",361
"crypto2",361
"crmPack",361
"coala",361
"ClustVarLV",361
"BET",361
"bbl",361
"ALS",361
"SWMPr",360
"shinyHeatmaply",360
"poismf",360
"pharmaversesdtm",360
"PDFEstimator",360
"pco",360
"Numero",360
"npROCRegression",360
"nph",360
"HadamardR",360
"fslr",360
"FishResp",360
"finiteruinprob",360
"ezplot",360
"eatATA",360
"CooRTweet",360
"Carlson",360
"apache.sedona",360
"TTAinterfaceTrendAnalysis",359
"stepR",359
"Statamarkdown",359
"sparsegl",359
"sofa",359
"SHT",359
"SemNeT",359
"renderthis",359
"RcmdrPlugin.PcaRobust",359
"r3PG",359
"mlearning",359
"lctools",359
"importar",359
"fairml",359
"expectreg",359
"Ecume",359
"dowser",359
"ausplotsR",359
"ald",359
"tidyft",358
"Thermimage",358
"stevedore",358
"sitree",358
"seawaveQ",358
"Rfacebook",358
"relevent",358
"pbdSLAP",358
"oysteR",358
"morse",358
"miceFast",358
"lax",358
"iC10TrainingData",358
"hypergate",358
"gvcR",358
"grapes",358
"GMCM",358
"GetLattesData",358
"fastlogranktest",358
"ExcelFunctionsR",358
"cpr",358
"corto",358
"animint2",358
"adepro",358
"Rphylopars",357
"rigr",357
"QTL.gCIMapping",357
"PopED",357
"NScluster",357
"multigraph",357
"metaMA",357
"lrstat",357
"glca",357
"gcplyr",357
"GameTheoryAllocation",357
"folio",357
"flattabler",357
"EMAtools",357
"CPsurv",357
"ata",357
"adfExplorer",357
"activegp",357
"abclass",357
"tmod",356
"taxlist",356
"SUMMER",356
"solartime",356
"rfigshare",356
"rater",356
"numOSL",356
"logNormReg",356
"immer",356
"delayed",356
"aSPU",356
"ActuarialM",356
"tripEstimation",355
"tradestatistics",355
"tcplfit2",355
"saotd",355
"rspa",355
"pspatreg",355
"MultiscaleDTM",355
"LSTS",355
"LSAfun",355
"kfda",355
"HistDAWass",355
"gsalib",355
"gratis",355
"crandep",355
"cornet",355
"cfa",355
"BTLLasso",355
"bdc",355
"bamdit",355
"altmeta",355
"AgroReg",355
"vegclust",354
"tidypaleo",354
"texmex",354
"survivoR",354
"spork",354
"sars",354
"R2SWF",354
"pgam",354
"pampe",354
"PAMpal",354
"MicroDatosEs",354
"iSDM",354
"htdp",354
"gt4ireval",354
"gradientPickerD3",354
"geodetector",354
"ExceedanceTools",354
"eegkitdata",354
"zipangu",353
"tidyvpc",353
"tabnet",353
"schrute",353
"Rarity",353
"polymapR",353
"PDN",353
"mizer",353
"misreport",353
"m2b",353
"libbib",353
"frictionless",353
"evolqg",353
"EmissV",353
"eba",353
"currentSurvival",353
"Copula.Markov",353
"clinDataReview",353
"cati",353
"assignPOP",353
"AGD",353
"wpp2015",352
"Superpower",352
"STAT2",352
"SemNetCleaner",352
"quartets",352
"PCRA",352
"occCite",352
"netSEM",352
"NameNeedle",352
"Mondrian",352
"mixedCCA",352
"MGSDA",352
"lmtp",352
"LFDREmpiricalBayes",352
"ie2miscdata",352
"healthyR",352
"ggarchery",352
"CNVScope",352
"WebAnalytics",351
"TP.idm",351
"sads",351
"quickReg",351
"purgeR",351
"psychReport",351
"presize",351
"plotprotein",351
"parglm",351
"OOR",351
"nda",351
"lchemix",351
"isni",351
"Geneland",351
"FKF.SP",351
"eseis",351
"EpiCurve",351
"EHR",351
"dixonTest",351
"DDIwR",351
"CopernicusMarine",351
"codecountR",351
"BeyondBenford",351
"tagcloud",350
"sylcount",350
"rsleep",350
"rolr",350
"ReinforcementLearning",350
"R3port",350
"mllrnrs",350
"leabRa",350
"LDM",350
"lcsm",350
"ITNr",350
"implyr",350
"gwrr",350
"FLLat",350
"einsum",350
"ecosim",350
"dipm",350
"crctStepdown",350
"clam",350
"CausalQueries",350
"WeightedPortTest",349
"traj",349
"TITAN2",349
"RobustAFT",349
"photosynthesis",349
"PakPMICS2018",349
"molaR",349
"mlr3spatial",349
"mcclust",349
"MAMS",349
"ipdw",349
"InvasionCorrection",349
"hddplot",349
"gbfs",349
"g3viz",349
"FeatureImpCluster",349
"famSKATRC",349
"dglm",349
"ContaminatedMixt",349
"brinton",349
"aghq",349
"adaptiveGPCA",349
"zebu",348
"term",348
"sss",348
"SpatEntropy",348
"smam",348
"slimrec",348
"SampleSizeMeans",348
"rtry",348
"rstackdeque",348
"robmed",348
"QRISK3",348
"nonpar",348
"flexrsurv",348
"enviGCMS",348
"commonsMath",348
"accelmissing",348
"stpp",347
"ssize.fdr",347
"secrdesign",347
"rock",347
"rlistings",347
"PtProcess",347
"openVA",347
"mgwrsar",347
"funFEM",347
"ForestFit",347
"fasstr",347
"dataframeexplorer",347
"bentcableAR",347
"arctools",347
"zenplots",346
"xmlconvert",346
"wnominate",346
"UPG",346
"strap",346
"spgs",346
"remedy",346
"RCMinification",346
"rasterpic",346
"rasterImage",346
"pmc",346
"OmicNavigator",346
"munsellinterpol",346
"MiRKAT",346
"intccr",346
"ibdsim2",346
"hommel",346
"dynRB",346
"CopulaCenR",346
"TIMP",345
"SignifReg",345
"RobustCalibration",345
"RLT",345
"proftools",345
"parquetize",345
"oshka",345
"NlinTS",345
"newsanchor",345
"mlr3benchmark",345
"MixfMRI",345
"liger",345
"ifs",345
"gdxdt",345
"conover.test",345
"CompareCausalNetworks",345
"wrassp",344
"toscutil",344
"STMedianPolish",344
"semsfa",344
"RsimMosaic",344
"riskCommunicator",344
"rcssci",344
"pushoverr",344
"PSAgraphics",344
"plsdepot",344
"phylocomr",344
"PEIP",344
"parfm",344
"otinference",344
"MHCtools",344
"matchMulti",344
"landest",344
"KScorrect",344
"greta",344
"EasyABC",344
"docxtools",344
"wpp2012",343
"wildcard",343
"track2KBA",343
"thor",343
"text2speech",343
"TestGardener",343
"spatgraphs",343
"simplegraph",343
"silicate",343
"rim",343
"respR",343
"readOffice",343
"R4CouchDB",343
"pks",343
"PairViz",343
"msce",343
"MGMM",343
"magicLamp",343
"LatticeDesign",343
"knockoff",343
"hda",343
"geostan",343
"g.data",343
"distrTEst",343
"digitize",343
"DEPONS2R",343
"dBlockmodeling",343
"arabic2kansuji",343
"ADER",343
"ActiveDriverWGS",343
"xportr",342
"VetResearchLMM",342
"UKgrid",342
"riskSimul",342
"prqlr",342
"matsindf",342
"gbts",342
"fdaPDE",342
"ECOTOXr",342
"dynsbm",342
"diyar",342
"DGEobj",342
"CommonJavaJars",342
"circle",342
"autonewsmd",342
